contig	S2754
S2754_000000000005_split_00005	254.01589397726738
S2754_000000000005_split_00006	254.44979763387298
S2754_000000000005_split_00007	262.89209689258627
S2754_000000000005_split_00008	258.0063611392222
S2754_000000000005_split_00009	264.93589743589746
S2754_000000000005_split_00010	260.74430728372596
S2754_000000000005_split_00011	264.48873155165535
S2754_000000000005_split_00012	260.11803807986325
S2754_000000000005_split_00013	262.792025918378
S2754_000000000005_split_00014	262.9054199745173
S2754_000000000005_split_00015	264.3013239993913
S2754_000000000005_split_00016	259.4010483001861
S2754_000000000006_split_00001	250.0698334595004
S2754_000000000006_split_00002	251.97578327444052
S2754_000000000006_split_00003	244.90924739409007
S2754_000000000006_split_00004	246.65575711646852
S2754_000000000006_split_00005	241.44795282704837
S2754_000000000006_split_00006	243.27706118592016
S2754_000000000006_split_00007	242.39424837895362
S2754_000000000006_split_00008	249.26163709422548
S2754_000000000006_split_00009	247.9361801314624
S2754_000000000006_split_00010	243.03425295241829
S2754_000000000006_split_00011	245.35410145575594
S2754_000000000006_split_00012	244.87491348682693
S2754_000000000006_split_00013	245.92693236714976
S2754_000000000006_split_00014	240.70941424511872
S2754_000000000006_split_00015	244.41915525892728
S2754_000000000007_split_00001	235.75227285888008
S2754_000000000007_split_00002	228.13348416289594
S2754_000000000007_split_00003	234.27357531279014
S2754_000000000007_split_00004	250.08031891333235
S2754_000000000007_split_00005	229.7502956830278
S2754_000000000007_split_00006	240.84676328502417
S2754_000000000007_split_00007	235.55730751958484
S2754_000000000007_split_00008	237.28994082840237
S2754_000000000007_split_00009	233.34815950920245
S2754_000000000007_split_00010	236.16098622189992
S2754_000000000007_split_00011	241.25055489598927
S2754_000000000007_split_00012	243.18565115440114
S2754_000000000007_split_00013	238.24977219803583
S2754_000000000007_split_00014	243.50505409661199
S2754_000000000008_split_00001	244.72216567301635
S2754_000000000008_split_00002	248.1540582067968
S2754_000000000008_split_00003	242.83275931928688
S2754_000000000008_split_00004	243.2750858450973
S2754_000000000008_split_00005	242.46191917735814
S2754_000000000008_split_00006	242.18782506444757
S2754_000000000008_split_00007	234.1917038275734
S2754_000000000008_split_00008	240.1415819829717
S2754_000000000008_split_00009	250.00161377084453
S2754_000000000008_split_00010	244.0265614523699
S2754_000000000008_split_00011	232.71561216105178
S2754_000000000008_split_00012	250.5413494727883
S2754_000000000008_split_00013	246.34879041478027
S2754_000000000009_split_00001	242.05652751633264
S2754_000000000009_split_00002	239.45812319884726
S2754_000000000009_split_00003	242.40752838699643
S2754_000000000009_split_00004	249.19247777090962
S2754_000000000009_split_00005	243.0724130941522
S2754_000000000009_split_00006	240.54084753167322
S2754_000000000009_split_00007	247.81789776888152
S2754_000000000009_split_00008	244.50634388956556
S2754_000000000009_split_00009	247.86279945601004
S2754_000000000009_split_00010	239.69389003954058
S2754_000000000010_split_00001	240.27810023954302
S2754_000000000010_split_00002	239.9601792396175
S2754_000000000010_split_00003	229.77724811403712
S2754_000000000010_split_00004	235.4435971977315
S2754_000000000010_split_00005	241.59033205330923
S2754_000000000010_split_00006	233.9552639690018
S2754_000000000010_split_00007	231.88692098092642
S2754_000000000010_split_00008	232.36535171334995
S2754_000000000010_split_00009	242.34538077694353
S2754_000000000011_split_00001	240.15721600606867
S2754_000000000011_split_00002	234.30928027649338
S2754_000000000011_split_00003	229.86914869466514
S2754_000000000011_split_00004	234.06910626987516
S2754_000000000011_split_00005	226.72326923994464
S2754_000000000011_split_00006	242.07792144425468
S2754_000000000011_split_00007	231.3148456276576
S2754_000000000012_split_00001	241.03752581473833
S2754_000000000012_split_00002	240.01287533912725
S2754_000000000012_split_00003	246.3995482072479
S2754_000000000012_split_00004	242.2379142526072
S2754_000000000012_split_00005	240.463662345616
S2754_000000000012_split_00006	236.1770909757887
S2754_000000000012_split_00007	237.2567627713763
S2754_000000000013_split_00001	237.5158572416177
S2754_000000000013_split_00002	247.98073013347476
S2754_000000000013_split_00003	242.2284363068379
S2754_000000000013_split_00004	243.082913940614
S2754_000000000013_split_00005	236.8602248953975
S2754_000000000013_split_00006	238.98467150115073
S2754_000000000014_split_00001	229.40948666787594
S2754_000000000014_split_00002	233.5360537141236
S2754_000000000014_split_00003	245.94285585423057
S2754_000000000014_split_00004	228.7577445652174
S2754_000000000014_split_00005	244.4032830728086
S2754_000000000015_split_00001	230.2246683046683
S2754_000000000015_split_00002	222.19363013017986
S2754_000000000015_split_00003	233.32231949543444
S2754_000000000015_split_00004	227.12990936555892
S2754_000000000015_split_00005	233.4542538975501
S2754_000000000016_split_00001	235.003682152923
S2754_000000000016_split_00002	231.87239733355278
S2754_000000000016_split_00003	234.67718591123528
S2754_000000000016_split_00004	237.49156055670713
S2754_000000000017_split_00001	230.1346597055642
S2754_000000000017_split_00002	234.7113289218369
S2754_000000000017_split_00003	238.84180313278748
S2754_000000000017_split_00004	240.7882695918569
S2754_000000000018_split_00001	240.561536569367
S2754_000000000018_split_00002	245.17237003683996
S2754_000000000018_split_00003	232.98369944569905
S2754_000000000019_split_00001	242.58764885073387
S2754_000000000019_split_00002	249.2307203485997
S2754_000000000019_split_00003	239.7610514826269
S2754_000000000020_split_00001	238.41124897837878
S2754_000000000021_split_00001	232.83403558052436
S2754_000000000022_split_00001	218.01954477981198
S2754_000000000023_split_00001	237.2787787787788
S2754_000000000024_split_00001	224.90661577608142
S2754_000000000025_split_00001	206.35179549604382
S2754_000000000026_split_00001	2695.6710273181993
S2754_000000000027_split_00001	214.44616747895435
S2754_000000000028_split_00001	222.53871608206487
S2754_000000000029_split_00001	300.7033285094067
S2754_000000000030_split_00001	660.1509945750452
S2754_000000000031_split_00001	2519.2989786443827
