contig	S2754ref
S2754ref_000000000002_split_00046	246.67424094025466
S2754ref_000000000002_split_00047	245.37019796409024
S2754ref_000000000002_split_00048	250.3937270442683
S2754ref_000000000002_split_00049	247.75114177918982
S2754ref_000000000002_split_00050	245.65068099984344
S2754ref_000000000002_split_00051	249.2072393455099
S2754ref_000000000002_split_00052	241.6497920997921
S2754ref_000000000002_split_00053	248.18189163498099
S2754ref_000000000002_split_00054	246.11523158539075
S2754ref_000000000002_split_00055	246.50118017309205
S2754ref_000000000002_split_00056	242.36196773340387
S2754ref_000000000002_split_00057	240.06465677179963
S2754ref_000000000002_split_00058	248.84328960645811
S2754ref_000000000002_split_00059	245.46104262727016
S2754ref_000000000002_split_00060	246.25604733453216
S2754ref_000000000002_split_00061	219.15322580645162
S2754ref_000000000002_split_00062	244.18577237864827
S2754ref_000000000002_split_00063	245.20624779918506
S2754ref_000000000002_split_00064	240.33938666266445
S2754ref_000000000002_split_00065	241.30263863563232
S2754ref_000000000002_split_00066	246.41667830702613
S2754ref_000000000002_split_00067	246.7087747035573
S2754ref_000000000002_split_00068	239.52966584393394
S2754ref_000000000002_split_00069	241.40648440584286
S2754ref_000000000002_split_00070	245.47500594530322
S2754ref_000000000002_split_00071	244.3303617704986
S2754ref_000000000002_split_00072	246.63353823457095
S2754ref_000000000002_split_00073	239.27846759539673
S2754ref_000000000002_split_00074	237.2102890347142
S2754ref_000000000002_split_00075	238.27535472812113
S2754ref_000000000002_split_00076	246.50227142185787
S2754ref_000000000002_split_00077	254.18364733857692
S2754ref_000000000002_split_00078	238.79286517756708
S2754ref_000000000002_split_00079	245.61564895585514
S2754ref_000000000002_split_00080	241.41476215468296
S2754ref_000000000002_split_00081	248.88299069244144
S2754ref_000000000003_split_00001	259.97122620628596
S2754ref_000000000003_split_00002	256.28877611351993
S2754ref_000000000003_split_00003	258.6073309348767
S2754ref_000000000003_split_00004	260.6632343171681
S2754ref_000000000003_split_00005	253.39422780121413
S2754ref_000000000003_split_00006	254.43932124049152
S2754ref_000000000003_split_00007	260.56333221813316
S2754ref_000000000003_split_00008	261.23931506220447
S2754ref_000000000003_split_00009	262.3106942647693
S2754ref_000000000003_split_00010	262.1678082191781
S2754ref_000000000003_split_00011	261.984071519332
S2754ref_000000000003_split_00012	260.80083482409066
S2754ref_000000000003_split_00013	262.24922740455474
S2754ref_000000000003_split_00014	264.73397040690503
S2754ref_000000000003_split_00015	262.84501457168795
S2754ref_000000000003_split_00016	259.20823158323157
