contig	S2052ref
S2052ref_000000000002_split_00056	215.797060847341
S2052ref_000000000002_split_00057	212.7823665194701
S2052ref_000000000002_split_00058	217.37661508228936
S2052ref_000000000002_split_00059	213.3838383838384
S2052ref_000000000002_split_00060	219.80474879201952
S2052ref_000000000002_split_00061	220.05599300087488
S2052ref_000000000002_split_00062	214.9722860354856
S2052ref_000000000002_split_00063	220.69609670108284
S2052ref_000000000002_split_00064	217.37500631664057
S2052ref_000000000002_split_00065	221.79668653494156
S2052ref_000000000002_split_00066	219.8207406619134
S2052ref_000000000002_split_00067	218.6408568390135
S2052ref_000000000002_split_00068	212.82554150739978
S2052ref_000000000002_split_00069	217.05918543753495
S2052ref_000000000002_split_00070	218.08376936753874
S2052ref_000000000002_split_00071	220.76020847037393
S2052ref_000000000002_split_00072	222.2322649672047
S2052ref_000000000002_split_00073	215.7308245938721
S2052ref_000000000002_split_00074	220.08556282203725
S2052ref_000000000002_split_00075	219.4455764358108
S2052ref_000000000002_split_00076	208.37684087643677
S2052ref_000000000002_split_00077	213.96618510874742
S2052ref_000000000002_split_00078	219.73512889958872
S2052ref_000000000002_split_00079	211.89806521846702
S2052ref_000000000002_split_00080	220.43033209339848
S2052ref_000000000002_split_00081	215.6146480181069
S2052ref_000000000002_split_00082	220.73227819884085
S2052ref_000000000002_split_00083	209.55687988345915
S2052ref_000000000002_split_00084	219.64184213255885
S2052ref_000000000002_split_00085	207.39490445859872
S2052ref_000000000002_split_00086	212.69666899807658
S2052ref_000000000002_split_00087	199.18650391770163
S2052ref_000000000002_split_00088	218.10129842821848
S2052ref_000000000002_split_00089	216.64076900208107
S2052ref_000000000002_split_00090	216.74243127546546
S2052ref_000000000002_split_00091	214.26703445605884
S2052ref_000000000002_split_00092	216.98932527693856
S2052ref_000000000002_split_00093	217.33627407734156
S2052ref_000000000002_split_00094	212.16186813742854
S2052ref_000000000003_split_00001	360.2947740746276
S2052ref_000000000003_split_00002	348.04634355661955
S2052ref_000000000003_split_00003	353.7997022385282
S2052ref_000000000003_split_00004	347.4307265560368
S2052ref_000000000003_split_00005	339.3881522125692
S2052ref_000000000003_split_00006	345.8913986084501
S2052ref_000000000003_split_00007	340.56737694332685
S2052ref_000000000003_split_00008	323.6199636198272
S2052ref_000000000003_split_00009	338.19420391410983
S2052ref_000000000003_split_00010	361.972628366071
S2052ref_000000000003_split_00011	362.44044402966745
